overlay,id_exp_sfc,id_data_ec,Timestamp_synchronized__s,E_WE_uncompensated__VvsRHE,j__mA_cm2geo_fc_top_cell_Aideal
first,4200,278,277.0,1.2002590000629425,0.0004518841531591355
first,4200,279,278.0,1.2002560198307037,0.00044978059330945646
first,4200,280,279.0,1.2002520263195038,0.000447900522615556
first,4200,281,280.0,1.2002560198307037,0.0004449462447327173
first,4200,282,281.0,1.2002579867839813,0.0004477717862022033
first,4200,283,282.0,1.2002529799938202,0.0004476042183031949
first,4200,284,283.0,1.2002539932727814,0.0004473952236237771
first,4200,285,284.0,1.2002539932727814,0.00044965347283434665
first,4200,286,285.0,1.200257033109665,0.0004448296523400993
first,4200,287,286.0,1.200257033109665,0.0004447921429857333
first,4200,288,287.0,1.2002529799938202,0.0004494500604870408
first,4200,289,288.0,1.2002529799938202,0.000435890967529817
first,4200,290,289.0,1.200257033109665,0.0004347758722065503
first,4200,291,290.0,1.2002600133419037,0.0004290445310015133
first,4200,292,291.0,1.2002579867839813,0.0004305962724251475
first,4200,293,292.0,1.2002579867839813,0.00043157984016900546
first,4200,294,293.0,1.2002590000629425,0.0004271270488888979
first,4200,295,294.0,1.2002579867839813,0.00042443352467707603
first,4200,296,295.0,1.2002579867839813,0.00042150348586788113
first,4200,297,296.0,1.200257033109665,0.00042207577284500295
first,4200,298,297.0,1.2002590000629425,0.00042177001774231204
first,4200,299,298.0,1.2002590000629425,0.0004240423207188125
first,4200,300,299.0,1.2002579867839813,0.00042392768703921615
first,4205,1,301.357,1.2002619802951813,0.0004263138402101042
first,4205,2,301.557,1.2010389864444733,0.00045933563613984935
first,4205,3,301.757,1.2020439803600311,0.00046085427531341645
first,4205,4,301.957,1.2030490338802338,0.00046594443181079256
first,4205,5,302.157,1.2040440142154694,0.0004722091795394702
first,4205,6,302.357,1.205042988061905,0.00046883172170828836
first,4205,7,302.557,1.2060460150241852,0.0004723577479221679
first,4205,8,302.757,1.2070449888706207,0.00047432684212290565
first,4205,9,302.957,1.208040028810501,0.0004748114277244798
first,4205,10,303.157,1.209049016237259,0.0004775005448320028
first,4205,11,303.357,1.2100490033626556,0.0004773321444799602
first,4205,12,303.557,1.2110470235347748,0.00048317150870814523
first,4205,13,303.757,1.2120459973812103,0.00048546286016878194
first,4205,14,303.957,1.213045984506607,0.0004860670741681578
first,4205,15,304.157,1.2140500247478485,0.0004890646885766021
first,4205,16,304.357,1.2150460183620453,0.0004906059019177446
first,4205,17,304.557,1.216042011976242,0.0004931820012839142
first,4205,18,304.757,1.217052012681961,0.0004948191425952955
first,4205,19,304.957,1.2180390059947968,0.0004981596786860178
first,4205,20,305.157,1.2190450131893158,0.0004998643955966486
first,4205,21,305.357,1.2200489938259125,0.0005038421989689884
first,4205,22,305.557,1.2210449874401093,0.0005051904790774912
first,4205,23,305.757,1.2220480144023895,0.0005069660524316828
first,4205,24,305.957,1.223037987947464,0.0005101402937868609
first,4205,25,306.157,1.2240460216999054,0.0005105711616838144
first,4205,26,306.357,1.2250390350818634,0.0005103999701657158
first,4205,27,306.557,1.2260359823703766,0.0005124718968000941
first,4205,28,306.757,1.2270430028438568,0.000513710733818508
first,4205,29,306.957,1.228041023015976,0.000520272618312581
first,4205,30,307.157,1.2290489971637726,0.0005233071544614848
first,4205,31,307.357,1.230044037103653,0.0005236304890135457
first,4205,32,307.557,1.2310419976711273,0.0005237517823174159
first,4205,33,307.757,1.2320390045642853,0.0005254162476754501
first,4205,34,307.957,1.2330400049686432,0.00046877908129582956
first,4205,35,308.157,1.2340439856052399,0.0005913173921304357
first,4205,36,308.357,1.2350449860095978,0.0005299024350125781
first,4205,37,308.557,1.2360459864139557,0.0005020137403632103
first,4205,38,308.757,1.2370440065860748,0.0005610072874757889
first,4205,39,308.957,1.2380360066890717,0.0005543238158708925
first,4205,40,309.157,1.2390380203723907,0.000541245440057025
first,4205,41,309.357,1.2400369942188263,0.0005483041031412323
first,4205,42,309.557,1.2410480082035065,0.0005525730692042513
first,4205,43,309.757,1.2420400083065033,0.0005517105009573101
first,4205,44,309.957,1.2430479824543,0.0005565362801645793
first,4205,45,310.157,1.2440449893474579,0.0005592623190125617
first,4205,46,310.357,1.2450419962406158,0.0005627150403916033
first,4205,47,310.557,1.2460450232028961,0.0005619930587717963
first,4205,48,310.757,1.2470510303974152,0.0005660872096976265
first,4205,49,310.957,1.2480479776859283,0.000568128776280168
first,4205,50,311.157,1.2490549981594086,0.0005706657503537287
first,4205,51,311.357,1.2500530183315277,0.0005737768721817818
first,4205,52,311.557,1.2510540187358856,0.0005714574131892834
first,4205,53,311.757,1.2520579993724823,0.0005749683083450702
first,4205,54,311.957,1.253044992685318,0.0005787347176145406
first,4205,55,312.157,1.2540539801120758,0.0005803454163001286
first,4205,56,312.357,1.2550500333309174,0.0005830568627360993
first,4205,57,312.557,1.2560479938983917,0.0005867512893020214
first,4205,58,312.757,1.257043033838272,0.0005870515110404259
first,4205,59,312.957,1.2580579817295074,0.0005881147494364425
first,4205,60,313.157,1.2590459883213043,0.0005875722348972509
first,4205,61,313.357,1.2600519955158234,0.000592098379980022
first,4205,62,313.557,1.2610460221767426,0.0005943362096073402
first,4205,63,313.757,1.262044996023178,0.0005967915543157205
first,4205,64,313.957,1.2630430161952972,0.0006012661362781948
first,4205,65,314.157,1.2640450298786163,0.0006032848348862076
first,4205,66,314.357,1.2650469839572906,0.0006079154283408621
first,4205,67,314.557,1.2660479843616486,0.0006084328713533757
first,4205,68,314.757,1.2670499980449677,0.00061181414867495
first,4205,69,314.957,1.268049031496048,0.0006164395025722713
first,4205,70,315.157,1.2690450251102448,0.0006207630187929452
first,4205,71,315.357,1.2700490057468414,0.0006243943747995678
first,4205,72,315.557,1.2710489928722382,0.0006266506652971157
first,4205,73,315.757,1.2720480263233185,0.0006272464078626726
first,4205,74,315.957,1.2730520069599152,0.0006380937605769726
first,4205,75,316.157,1.2740559875965118,0.0006301987760003151
first,4205,76,316.357,1.2750479876995087,0.0006203693664434044
first,4205,77,316.557,1.2760529816150665,0.0006469660450158185
first,4205,78,316.757,1.2770580351352692,0.0006490795453340827
first,4205,79,316.957,1.2780520021915436,0.0006501419512770651
first,4205,80,317.157,1.2790450155735016,0.0006545241799205651
first,4205,81,317.357,1.2800540030002594,0.0006582553323556445
first,4205,82,317.557,1.2810539901256561,0.0006592038881042393
first,4205,83,317.757,1.2820540368556976,0.0006594437325137492
first,4205,84,317.957,1.2830490171909332,0.000666072066347084
first,4205,85,318.157,1.28404900431633,0.0006737611412173329
first,4205,86,318.357,1.285051017999649,0.0006717813230628012
first,4205,87,318.557,1.2860449850559235,0.0006790370816448194
first,4205,88,318.757,1.2870480120182037,0.0006799787818978381
first,4205,89,318.957,1.2880500257015228,0.0006828217069453919
first,4205,90,319.157,1.2890500128269196,0.0006958446511807447
first,4205,91,319.357,1.2900499999523163,0.0007056980060043458
first,4205,92,319.557,1.2910480201244354,0.0007067096812800656
first,4205,93,319.757,1.292050987482071,0.0007074324463850813
first,4205,94,319.957,1.29304900765419,0.0007070330158321264
first,4205,95,320.157,1.294050008058548,0.0007062487471382287
first,4205,96,320.357,1.2950449883937836,0.0007147185650189362
first,4205,97,320.557,1.2960430085659027,0.0007163099703812602
first,4205,98,320.757,1.2970480024814606,0.0007242333562967326
first,4205,99,320.957,1.2980410158634186,0.0007291057528739188
first,4205,100,321.157,1.2990410029888153,0.000727016736468426
first,4205,101,321.357,1.3000380098819733,0.0007345211536685519
first,4205,102,321.557,1.30104199051857,0.0007372455765782915
first,4205,103,321.757,1.302040010690689,0.0007408239493976765
first,4205,104,321.957,1.3030519783496857,0.0007465982843535404
first,4205,105,322.157,1.3040460050106049,0.0007474801459237454
first,4205,106,322.357,1.3050539791584015,0.0007534725346067526
first,4205,107,322.557,1.3060549795627594,0.0007577362611124384
first,4205,108,322.757,1.3070460259914398,0.0007623221959101975
first,4205,109,322.957,1.3080449998378754,0.0007690216799940466
first,4205,110,323.157,1.3090460002422333,0.0007760017497182573
first,4205,111,323.357,1.3100490272045135,0.0007813843910376021
first,4205,112,323.557,1.311048001050949,0.0007856130565801992
first,4205,113,323.757,1.3120500147342682,0.0007897141119694309
first,4205,114,323.957,1.3130470216274261,0.0007955257114405331
first,4205,115,324.157,1.314044028520584,0.0007982556187467334
first,4205,116,324.357,1.3150469958782196,0.0008043582340050379
first,4205,117,324.557,1.3160540163516998,0.0008031392779237944
first,4205,118,324.757,1.3170500099658966,0.0008676184946606603
first,4205,119,324.957,1.318039983510971,0.0008270944850829388
first,4205,120,325.157,1.3190530240535736,0.0008144216608002189
first,4205,121,325.357,1.320050984621048,0.000819005147206701
first,4205,122,325.557,1.3210550248622894,0.0008229135142024208
first,4205,123,325.757,1.3220470249652863,0.000829873702989461
first,4205,124,325.957,1.323043018579483,0.0008338571376617383
first,4205,125,326.157,1.3240459859371185,0.0008395021485903429
first,4205,126,326.357,1.3250450193881989,0.0008505656452865899
first,4205,127,326.557,1.3260460197925568,0.0008536360258837912
first,4205,128,326.757,1.3270449936389923,0.0008597061754737608
first,4205,129,326.957,1.3280420005321503,0.0008611574838872061
first,4205,130,327.157,1.3290450274944305,0.0008646578999283266
first,4205,131,327.357,1.330047994852066,0.0008700917615931895
first,4205,132,327.557,1.3310470283031464,0.0008749624932643072
first,4205,133,327.757,1.3320489823818207,0.0008812451632171336
first,4205,134,327.957,1.3330490291118622,0.000986121415960088
first,4205,135,328.157,1.3340460360050201,0.0009003049099532611
first,4205,136,328.357,1.3350439965724945,0.0009049046536778233
first,4205,137,328.557,1.3360550105571747,0.0009061533332291715
first,4205,138,328.757,1.3370539844036102,0.0009130832599000262
first,4205,139,328.957,1.338045984506607,0.0009208887312915909
first,4205,140,329.157,1.3390500247478485,0.0009240478415886762
first,4205,141,329.357,1.340061992406845,0.0010451425319584471
first,4205,142,329.557,1.341046005487442,0.0011047372570652178
first,4205,143,329.757,1.3420580327510834,0.0009705499412443464
first,4205,144,329.957,1.3430540263652802,0.000974280212258566
first,4205,145,330.157,1.3440559804439545,0.0009778845380254888
first,4205,146,330.357,1.3450529873371124,0.0009833893051017382
first,4205,147,330.557,1.3460520207881927,0.0009902083686155632
first,4205,148,330.757,1.3470520079135895,0.0009967361715030583
first,4205,149,330.957,1.3480559885501862,0.0010015542137938916
first,4205,150,331.157,1.3490560352802277,0.001006374704476002
first,4205,151,331.357,1.3500529825687408,0.001009559473913672
first,4205,152,331.557,1.3510539829730988,0.0010178117277454917
first,4205,153,331.757,1.352057009935379,0.0010211696474142818
first,4205,154,331.957,1.353050023317337,0.0010259449897612415
first,4205,155,332.157,1.3540540039539337,0.00103401860896548
first,4205,156,332.357,1.3550550043582916,0.001041969025120652
first,4205,157,332.557,1.3560520112514496,0.0010463325480547948
first,4205,158,332.757,1.3570519983768463,0.0010546361201677836
first,4205,159,332.957,1.3580580055713654,0.0010580185237493453
first,4205,160,333.157,1.359048992395401,0.0010666283406432803
first,4205,161,333.357,1.3600530326366425,0.0010716280535668784
first,4205,162,333.557,1.3610499799251556,0.0010760511213768814
first,4205,163,333.757,1.362053006887436,0.0010803266980963485
first,4205,164,333.957,1.3630580008029938,0.0010865428697420874
first,4205,165,334.157,1.3640529811382294,0.0010915039960191577
